date,complaint_id,customer_id,region,category,channel,volume,segment,week_of_year,month,quarter
2024-06-04,CP201847,C101119,West,Fees,Branch,1,56+,23,6,2
2024-05-09,CP201848,C100430,North,Fees,Branch,1,56+,19,5,2
2024-12-22,CP201849,C102276,East,Login,Digital,1,26-40,51,12,4
2024-06-24,CP201850,C102797,South,Login,Branch,1,26-40,26,6,2
2024-09-22,CP201851,C100819,West,Card,Digital,1,26-40,38,9,3
2024-05-16,CP201852,C100941,North,Card,Digital,1,41-55,20,5,2
2024-05-08,CP201853,C103154,South,Login,Digital,1,18-25,19,5,2
2024-04-06,CP201854,C103259,South,Service,CallCenter,1,18-25,14,4,2
2024-11-07,CP201855,C100483,South,Card,Branch,1,26-40,45,11,4
2024-11-26,CP201856,C103685,West,Service,Branch,1,18-25,48,11,4
2024-09-20,CP201857,C107988,North,Card,CallCenter,1,41-55,38,9,3
2024-06-20,CP201858,C106544,North,Fees,Digital,1,26-40,25,6,2
2024-05-04,CP201859,C104759,South,Login,Digital,1,56+,18,5,2
2024-08-19,CP201860,C101694,South,Login,Branch,1,41-55,34,8,3
2024-09-01,CP201861,C105630,North,Fees,Digital,1,26-40,35,9,3
2024-01-21,CP201862,C105268,South,Login,Digital,1,56+,3,1,1
2024-04-01,CP201863,C100090,South,Card,Digital,1,18-25,14,4,2
2024-02-25,CP201864,C100099,West,Login,Digital,1,56+,8,2,1
2024-01-22,CP201865,C101358,South,Fees,Digital,1,41-55,4,1,1
2024-04-01,CP201866,C103363,South,Login,Digital,1,26-40,14,4,2
2024-10-23,CP201867,C101637,East,Fees,Branch,1,56+,43,10,4
2024-07-24,CP201868,C107800,East,Card,CallCenter,1,18-25,30,7,3
2024-12-18,CP201869,C104880,North,Card,Digital,1,18-25,51,12,4
2024-07-31,CP201870,C102974,South,Login,Branch,1,26-40,31,7,3
2024-08-26,CP201871,C107321,South,Card,CallCenter,1,18-25,35,8,3
2024-11-06,CP201872,C102656,East,Fees,Digital,1,26-40,45,11,4
2024-06-05,CP201873,C105018,South,Fees,Digital,1,41-55,23,6,2
2024-06-01,CP201874,C104917,West,Service,Digital,1,41-55,22,6,2
2024-07-23,CP201875,C102513,South,Fees,Digital,1,18-25,30,7,3
2024-12-30,CP201876,C104423,North,Login,Branch,1,26-40,1,12,4
2024-05-14,CP201877,C103250,South,Login,Digital,1,56+,20,5,2
2024-05-05,CP201878,C105722,East,Login,Digital,1,18-25,18,5,2
2024-10-12,CP201879,C105601,North,Login,Digital,1,18-25,41,10,4
2024-02-07,CP201880,C101997,North,Login,CallCenter,1,26-40,6,2,1
2024-10-17,CP201881,C101611,East,Login,Digital,1,41-55,42,10,4
2024-04-20,CP201882,C103348,South,Login,Digital,1,41-55,16,4,2
2024-03-31,CP201883,C100984,South,Service,Digital,1,18-25,13,3,1
2024-05-04,CP201884,C103301,West,Card,Digital,1,26-40,18,5,2
2024-04-20,CP201885,C102986,North,Service,CallCenter,1,18-25,16,4,2
2024-11-11,CP201886,C105121,South,Service,Digital,1,26-40,46,11,4
2024-01-11,CP201887,C103759,South,Card,Digital,1,18-25,2,1,1
2024-09-06,CP201888,C106507,North,Service,Branch,1,18-25,36,9,3
2024-03-30,CP201889,C107707,West,Fees,CallCenter,1,26-40,13,3,1
2024-09-13,CP201890,C101140,South,Card,Branch,1,26-40,37,9,3
2024-06-11,CP201891,C103692,South,Service,Digital,1,18-25,24,6,2
2024-07-13,CP201892,C107977,West,Login,Branch,1,56+,28,7,3
2024-01-13,CP201893,C105881,South,Card,Digital,1,26-40,2,1,1
2024-12-02,CP201894,C102450,South,Fees,CallCenter,1,41-55,49,12,4
2024-03-01,CP201895,C101677,East,Card,Digital,1,26-40,9,3,1
2024-05-10,CP201896,C102899,North,Login,Branch,1,26-40,19,5,2
2024-07-04,CP201897,C101049,South,Login,CallCenter,1,26-40,27,7,3
2024-01-31,CP201898,C104520,South,Login,Digital,1,18-25,5,1,1
2024-08-31,CP201899,C105312,North,Login,CallCenter,1,26-40,35,8,3
2024-12-20,CP201900,C106532,South,Card,Digital,1,41-55,51,12,4
2024-08-25,CP201901,C104519,South,Login,Digital,1,26-40,34,8,3
2024-12-07,CP201902,C103077,South,Card,Digital,1,41-55,49,12,4
2024-06-01,CP201903,C107449,South,Fees,Branch,1,26-40,22,6,2
2024-08-21,CP201904,C103418,East,Card,CallCenter,1,18-25,34,8,3
2024-06-08,CP201905,C104584,East,Card,Branch,1,41-55,23,6,2
2024-06-20,CP201906,C103726,South,Card,Digital,1,56+,25,6,2
2024-01-07,CP201907,C100570,South,Fees,Digital,1,26-40,1,1,1
2024-04-07,CP201908,C105879,South,Card,Digital,1,26-40,14,4,2
2024-08-12,CP201909,C107291,North,Card,Digital,1,26-40,33,8,3
2024-06-26,CP201910,C101811,South,Fees,Digital,1,26-40,26,6,2
2024-07-22,CP201911,C106992,South,Service,Digital,1,56+,30,7,3
2024-08-23,CP201912,C106436,North,Login,Digital,1,26-40,34,8,3
2024-04-21,CP201913,C101195,North,Card,Digital,1,18-25,16,4,2
2024-12-02,CP201914,C103437,South,Card,Digital,1,26-40,49,12,4
2024-10-21,CP201915,C103498,South,Login,Digital,1,26-40,43,10,4
2024-03-07,CP201916,C107046,North,Card,Digital,1,26-40,10,3,1
2024-10-23,CP201917,C101422,South,Fees,Branch,1,26-40,43,10,4
2024-10-25,CP201918,C100664,North,Fees,Digital,1,26-40,43,10,4
2024-05-13,CP201919,C103054,South,Login,Branch,1,41-55,20,5,2
2024-02-24,CP201920,C103809,West,Login,Digital,1,41-55,8,2,1
2024-07-07,CP201921,C104730,West,Fees,Digital,1,26-40,27,7,3
2024-11-07,CP201922,C102673,East,Card,Digital,1,26-40,45,11,4
2024-02-11,CP201923,C102815,North,Fees,Digital,1,26-40,6,2,1
2024-04-20,CP201924,C102345,West,Login,Digital,1,18-25,16,4,2
2024-08-08,CP201925,C101217,West,Fees,CallCenter,1,26-40,32,8,3
2024-07-03,CP201926,C103876,East,Service,Digital,1,18-25,27,7,3
2024-10-30,CP201927,C100658,South,Login,Digital,1,26-40,44,10,4
2024-06-02,CP201928,C106511,West,Login,Branch,1,18-25,22,6,2
2024-04-07,CP201929,C101320,East,Login,Branch,1,26-40,14,4,2
2024-09-17,CP201930,C100090,South,Fees,Digital,1,18-25,38,9,3
2024-07-07,CP201931,C103523,North,Fees,Digital,1,26-40,27,7,3
2024-12-18,CP201932,C102355,East,Login,Branch,1,41-55,51,12,4
2024-02-22,CP201933,C106159,West,Fees,Digital,1,56+,8,2,1
2024-02-12,CP201934,C101528,East,Fees,Digital,1,18-25,7,2,1
2024-08-07,CP201935,C105554,West,Login,Digital,1,41-55,32,8,3
2024-07-26,CP201936,C106917,South,Service,Digital,1,41-55,30,7,3
2024-10-05,CP201937,C105514,South,Fees,Digital,1,18-25,40,10,4
2024-12-19,CP201938,C105124,West,Card,Digital,1,26-40,51,12,4
2024-06-25,CP201939,C102369,West,Login,Digital,1,26-40,26,6,2
2024-05-13,CP201940,C103118,South,Card,Digital,1,26-40,20,5,2
2024-09-19,CP201941,C100044,West,Login,Branch,1,41-55,38,9,3
2024-12-08,CP201942,C105727,East,Fees,CallCenter,1,26-40,49,12,4
2024-12-31,CP201943,C101877,West,Card,Branch,1,26-40,1,12,4
2024-02-03,CP201944,C104387,South,Login,CallCenter,1,18-25,5,2,1
2024-09-22,CP201945,C102823,South,Card,Branch,1,56+,38,9,3
2024-11-25,CP201946,C101430,South,Login,Digital,1,56+,48,11,4
2024-11-06,CP201947,C106757,West,Login,Branch,1,56+,45,11,4
2024-06-10,CP201948,C104087,North,Service,Branch,1,41-55,24,6,2
2024-06-29,CP201949,C107518,South,Login,CallCenter,1,26-40,26,6,2
2024-03-21,CP201950,C105528,South,Service,CallCenter,1,56+,12,3,1
2024-07-10,CP201951,C101181,North,Login,Digital,1,18-25,28,7,3
2024-05-28,CP201952,C102632,West,Card,Digital,1,56+,22,5,2
2024-02-05,CP201953,C101528,East,Service,Branch,1,18-25,6,2,1
2024-09-22,CP201954,C100181,East,Login,Digital,1,56+,38,9,3
2024-08-06,CP201955,C100871,West,Card,Branch,1,18-25,32,8,3
2024-04-18,CP201956,C105437,South,Login,Digital,1,18-25,16,4,2
2024-07-12,CP201957,C101782,East,Login,CallCenter,1,26-40,28,7,3
2024-08-22,CP201958,C105444,South,Card,CallCenter,1,56+,34,8,3
2024-08-24,CP201959,C101572,South,Login,Digital,1,26-40,34,8,3
2024-06-22,CP201960,C101967,South,Login,Digital,1,41-55,25,6,2
2024-01-27,CP201961,C104495,West,Login,Digital,1,26-40,4,1,1
2024-11-11,CP201962,C104501,North,Service,Branch,1,26-40,46,11,4
2024-11-06,CP201963,C106897,North,Fees,Digital,1,18-25,45,11,4
2024-08-26,CP201964,C102544,South,Login,CallCenter,1,26-40,35,8,3
2024-09-16,CP201965,C107258,South,Fees,Branch,1,41-55,38,9,3
2024-09-07,CP201966,C106433,West,Service,Digital,1,56+,36,9,3
2024-11-01,CP201967,C100250,South,Card,Digital,1,41-55,44,11,4
2024-09-07,CP201968,C102115,South,Login,Digital,1,56+,36,9,3
2024-09-14,CP201969,C100956,East,Service,Digital,1,41-55,37,9,3
2024-05-24,CP201970,C107616,West,Fees,Branch,1,26-40,21,5,2
2024-06-26,CP201971,C104951,North,Login,Digital,1,41-55,26,6,2
2024-04-27,CP201972,C105113,North,Login,Digital,1,56+,17,4,2
2024-01-07,CP201973,C101312,South,Login,Digital,1,26-40,1,1,1
2024-06-14,CP201974,C103944,South,Login,Digital,1,18-25,24,6,2
2024-12-27,CP201975,C100032,South,Fees,Branch,1,26-40,52,12,4
2024-02-12,CP201976,C101957,North,Card,Digital,1,18-25,7,2,1
2024-05-08,CP201977,C105086,South,Card,Branch,1,41-55,19,5,2
2024-05-05,CP201978,C106663,South,Login,Branch,1,41-55,18,5,2
2024-04-09,CP201979,C105306,West,Card,CallCenter,1,56+,15,4,2
2024-01-04,CP201980,C106078,South,Card,Branch,1,18-25,1,1,1
2024-12-25,CP201981,C107905,North,Login,Branch,1,18-25,52,12,4
2024-09-10,CP201982,C104855,East,Card,Digital,1,56+,37,9,3
2024-05-18,CP201983,C102948,South,Card,Digital,1,56+,20,5,2
2024-02-17,CP201984,C101512,South,Login,Branch,1,41-55,7,2,1
2024-07-08,CP201985,C101561,North,Fees,CallCenter,1,41-55,28,7,3
2024-06-30,CP201986,C106189,West,Login,Digital,1,41-55,26,6,2
2024-01-17,CP201987,C105984,West,Login,Digital,1,41-55,3,1,1
2024-04-06,CP201988,C100077,South,Fees,Digital,1,41-55,14,4,2
2024-02-25,CP201989,C103059,North,Card,Branch,1,26-40,8,2,1
2024-05-14,CP201990,C107753,South,Service,Digital,1,41-55,20,5,2
2024-02-15,CP201991,C106303,South,Login,CallCenter,1,18-25,7,2,1
2024-02-05,CP201992,C102989,West,Fees,Branch,1,41-55,6,2,1
2024-12-01,CP201993,C100798,North,Login,Branch,1,41-55,48,12,4
2024-04-05,CP201994,C105029,South,Fees,Digital,1,18-25,14,4,2
2024-10-13,CP201995,C102191,North,Login,Digital,1,26-40,41,10,4
2024-06-22,CP201996,C106910,South,Login,Branch,1,41-55,25,6,2
2024-02-09,CP201997,C100284,North,Service,Branch,1,26-40,6,2,1
2024-11-23,CP201998,C102397,South,Fees,Digital,1,18-25,47,11,4
2024-11-02,CP201999,C103740,South,Login,Digital,1,18-25,44,11,4
2024-06-26,CP202000,C105362,South,Login,Digital,1,18-25,26,6,2
2024-04-15,CP202001,C103698,East,Login,Digital,1,18-25,16,4,2
2024-06-25,CP202002,C106987,South,Login,Digital,1,18-25,26,6,2
2024-06-18,CP202003,C106119,South,Login,Digital,1,18-25,25,6,2
2024-06-25,CP202004,C101951,West,Login,Digital,1,18-25,26,6,2
2024-05-31,CP202005,C101765,South,Login,Digital,1,18-25,22,5,2
2024-06-16,CP202006,C102921,East,Login,Digital,1,18-25,24,6,2
2024-06-18,CP202007,C107729,West,Login,Digital,1,18-25,25,6,2
2024-04-21,CP202008,C105896,South,Login,Digital,1,18-25,16,4,2
2024-04-17,CP202009,C101806,East,Login,Digital,1,18-25,16,4,2
2024-06-22,CP202010,C104323,South,Login,Digital,1,18-25,25,6,2
2024-05-29,CP202011,C103269,South,Login,Digital,1,18-25,22,5,2
2024-06-13,CP202012,C102874,West,Login,Digital,1,18-25,24,6,2
2024-04-21,CP202013,C104838,South,Login,Digital,1,18-25,16,4,2
2024-06-06,CP202014,C102383,East,Login,Digital,1,18-25,23,6,2
2024-06-18,CP202015,C103527,East,Login,Digital,1,18-25,25,6,2
2024-04-29,CP202016,C103653,South,Login,Digital,1,18-25,18,4,2
2024-06-03,CP202017,C103458,West,Login,Digital,1,18-25,23,6,2
2024-04-02,CP202018,C102736,South,Login,Digital,1,18-25,14,4,2
2024-05-11,CP202019,C104774,South,Login,Digital,1,18-25,19,5,2
2024-06-03,CP202020,C101433,South,Login,Digital,1,18-25,23,6,2
2024-05-05,CP202021,C106062,East,Login,Digital,1,18-25,18,5,2
2024-06-15,CP202022,C102874,West,Login,Digital,1,18-25,24,6,2
2024-05-09,CP202023,C102802,South,Login,Digital,1,18-25,19,5,2
2024-06-22,CP202024,C107466,West,Login,Digital,1,18-25,25,6,2
2024-05-11,CP202025,C107809,South,Login,Digital,1,18-25,19,5,2
2024-04-02,CP202026,C104285,South,Login,Digital,1,18-25,14,4,2
2024-04-04,CP202027,C102814,North,Login,Digital,1,18-25,14,4,2
2024-04-07,CP202028,C103947,South,Login,Digital,1,18-25,14,4,2
2024-04-29,CP202029,C104493,West,Login,Digital,1,18-25,18,4,2
2024-06-08,CP202030,C107577,North,Login,Digital,1,18-25,23,6,2
2024-04-25,CP202031,C103373,West,Login,Digital,1,18-25,17,4,2
2024-06-12,CP202032,C104413,West,Login,Digital,1,18-25,24,6,2
2024-06-10,CP202033,C107289,South,Login,Digital,1,18-25,24,6,2
2024-06-24,CP202034,C105570,South,Login,Digital,1,18-25,26,6,2
2024-04-23,CP202035,C105248,West,Login,Digital,1,18-25,17,4,2
2024-05-20,CP202036,C100864,North,Login,Digital,1,18-25,21,5,2
2024-04-22,CP202037,C105423,South,Login,Digital,1,18-25,17,4,2
2024-06-27,CP202038,C103976,North,Login,Digital,1,18-25,26,6,2
2024-05-05,CP202039,C101809,East,Login,Digital,1,18-25,18,5,2
2024-04-13,CP202040,C103137,West,Login,Digital,1,18-25,15,4,2
2024-06-29,CP202041,C105601,North,Login,Digital,1,18-25,26,6,2
2024-04-22,CP202042,C100340,North,Login,Digital,1,18-25,17,4,2
2024-06-15,CP202043,C100408,West,Login,Digital,1,18-25,24,6,2
2024-06-06,CP202044,C101957,North,Login,Digital,1,18-25,23,6,2
2024-05-13,CP202045,C102345,West,Login,Digital,1,18-25,20,5,2
2024-04-23,CP202046,C105060,South,Login,Digital,1,18-25,17,4,2
2024-05-07,CP202047,C100268,East,Login,Digital,1,18-25,19,5,2
2024-06-08,CP202048,C100083,South,Login,Digital,1,18-25,23,6,2
2024-06-12,CP202049,C102516,North,Login,Digital,1,18-25,24,6,2
2024-05-09,CP202050,C107771,North,Login,Digital,1,18-25,19,5,2
2024-05-04,CP202051,C105223,South,Login,Digital,1,18-25,18,5,2
2024-04-11,CP202052,C104593,South,Login,Digital,1,18-25,15,4,2
2024-04-22,CP202053,C106257,South,Login,Digital,1,18-25,17,4,2
2024-04-14,CP202054,C106404,West,Login,Digital,1,18-25,15,4,2
2024-05-30,CP202055,C105220,South,Login,Digital,1,18-25,22,5,2
2024-04-08,CP202056,C105885,South,Login,Digital,1,18-25,15,4,2
2024-05-27,CP202057,C100607,East,Login,Digital,1,18-25,22,5,2
2024-04-15,CP202058,C101762,East,Login,Digital,1,18-25,16,4,2
2024-06-10,CP202059,C100258,East,Login,Digital,1,18-25,24,6,2
2024-06-08,CP202060,C100920,South,Login,Digital,1,18-25,23,6,2
2024-06-08,CP202061,C106073,South,Login,Digital,1,18-25,23,6,2
2024-06-30,CP202062,C105118,South,Login,Digital,1,18-25,26,6,2
2024-06-14,CP202063,C100265,West,Login,Digital,1,18-25,24,6,2
2024-05-23,CP202064,C102869,West,Login,Digital,1,18-25,21,5,2
2024-04-22,CP202065,C106242,East,Login,Digital,1,18-25,17,4,2
2024-06-22,CP202066,C105663,South,Login,Digital,1,18-25,25,6,2
2024-06-02,CP202067,C106268,East,Login,Digital,1,18-25,22,6,2
2024-04-16,CP202068,C103971,South,Login,Digital,1,18-25,16,4,2
2024-06-18,CP202069,C104287,East,Login,Digital,1,18-25,25,6,2
2024-05-18,CP202070,C105559,East,Login,Digital,1,18-25,20,5,2
2024-05-10,CP202071,C103288,South,Login,Digital,1,18-25,19,5,2
2024-05-29,CP202072,C100130,East,Login,Digital,1,18-25,22,5,2
2024-06-02,CP202073,C102969,South,Login,Digital,1,18-25,22,6,2
2024-05-03,CP202074,C107953,South,Login,Digital,1,18-25,18,5,2
2024-05-30,CP202075,C101150,South,Login,Digital,1,18-25,22,5,2
2024-05-14,CP202076,C102114,North,Login,Digital,1,18-25,20,5,2
2024-05-31,CP202077,C107529,South,Login,Digital,1,18-25,22,5,2
2024-05-01,CP202078,C107024,East,Login,Digital,1,18-25,18,5,2
2024-05-16,CP202079,C104715,South,Login,Digital,1,18-25,20,5,2
2024-04-09,CP202080,C103947,South,Login,Digital,1,18-25,15,4,2
2024-06-29,CP202081,C106194,West,Login,Digital,1,18-25,26,6,2
2024-06-14,CP202082,C102482,East,Login,Digital,1,18-25,24,6,2
2024-04-02,CP202083,C105222,East,Login,Digital,1,18-25,14,4,2
2024-06-22,CP202084,C100510,South,Login,Digital,1,18-25,25,6,2
2024-04-22,CP202085,C100423,West,Login,Digital,1,18-25,17,4,2
2024-04-18,CP202086,C107928,South,Login,Digital,1,18-25,16,4,2
2024-06-23,CP202087,C102972,West,Login,Digital,1,18-25,25,6,2
2024-06-10,CP202088,C102285,South,Login,Digital,1,18-25,24,6,2
2024-06-20,CP202089,C105779,South,Login,Digital,1,18-25,25,6,2
2024-06-02,CP202090,C105450,South,Login,Digital,1,18-25,22,6,2
2024-05-07,CP202091,C107770,West,Login,Digital,1,18-25,19,5,2
2024-06-19,CP202092,C103254,South,Login,Digital,1,18-25,25,6,2
2024-05-12,CP202093,C103133,West,Login,Digital,1,18-25,19,5,2
2024-04-16,CP202094,C103644,South,Login,Digital,1,18-25,16,4,2
2024-05-10,CP202095,C101668,West,Login,Digital,1,18-25,19,5,2
2024-05-02,CP202096,C100428,West,Login,Digital,1,18-25,18,5,2
2024-04-01,CP202097,C102559,West,Login,Digital,1,18-25,14,4,2
2024-05-16,CP202098,C107184,West,Login,Digital,1,18-25,20,5,2
2024-06-21,CP202099,C106893,West,Login,Digital,1,18-25,25,6,2
2024-04-13,CP202100,C101957,North,Login,Digital,1,18-25,15,4,2
2024-06-04,CP202101,C101401,East,Login,Digital,1,18-25,23,6,2
2024-06-27,CP202102,C103697,South,Login,Digital,1,18-25,26,6,2
2024-04-19,CP202103,C101179,North,Login,Digital,1,18-25,16,4,2
2024-04-19,CP202104,C107184,West,Login,Digital,1,18-25,16,4,2
2024-04-14,CP202105,C101518,South,Login,Digital,1,18-25,15,4,2
2024-04-18,CP202106,C107012,East,Login,Digital,1,18-25,16,4,2
2024-04-01,CP202107,C105779,South,Login,Digital,1,18-25,14,4,2
2024-04-06,CP202108,C106120,South,Login,Digital,1,18-25,14,4,2
2024-06-11,CP202109,C101616,North,Login,Digital,1,18-25,24,6,2
2024-05-16,CP202110,C100375,South,Login,Digital,1,18-25,20,5,2
2024-06-14,CP202111,C103813,West,Login,Digital,1,18-25,24,6,2
2024-05-30,CP202112,C101349,North,Login,Digital,1,18-25,22,5,2
2024-06-14,CP202113,C104802,North,Login,Digital,1,18-25,24,6,2
2024-04-02,CP202114,C102093,East,Login,Digital,1,18-25,14,4,2
2024-06-28,CP202115,C102881,West,Login,Digital,1,18-25,26,6,2
2024-06-18,CP202116,C106313,South,Login,Digital,1,18-25,25,6,2
2024-06-11,CP202117,C104078,North,Login,Digital,1,18-25,24,6,2
2024-04-04,CP202118,C105222,East,Login,Digital,1,18-25,14,4,2
2024-04-22,CP202119,C105399,South,Login,Digital,1,18-25,17,4,2
2024-06-06,CP202120,C102151,West,Login,Digital,1,18-25,23,6,2
2024-05-15,CP202121,C106091,South,Login,Digital,1,18-25,20,5,2
2024-06-03,CP202122,C104105,East,Login,Digital,1,18-25,23,6,2
2024-05-15,CP202123,C103184,North,Login,Digital,1,18-25,20,5,2
2024-06-19,CP202124,C103996,North,Login,Digital,1,18-25,25,6,2
2024-06-22,CP202125,C105473,North,Login,Digital,1,18-25,25,6,2
2024-05-30,CP202126,C107722,West,Login,Digital,1,18-25,22,5,2
2024-06-09,CP202127,C106488,South,Login,Digital,1,18-25,23,6,2
2024-04-22,CP202128,C106157,West,Login,Digital,1,18-25,17,4,2
2024-06-01,CP202129,C107462,East,Login,Digital,1,18-25,22,6,2
2024-05-03,CP202130,C106251,South,Login,Digital,1,18-25,18,5,2
2024-06-16,CP202131,C107419,North,Login,Digital,1,18-25,24,6,2
2024-05-12,CP202132,C103452,South,Login,Digital,1,18-25,19,5,2
2024-04-14,CP202133,C100108,South,Login,Digital,1,18-25,15,4,2
2024-06-16,CP202134,C107071,West,Login,Digital,1,18-25,24,6,2
2024-06-13,CP202135,C102118,South,Login,Digital,1,18-25,24,6,2
2024-06-05,CP202136,C107512,West,Login,Digital,1,18-25,23,6,2
2024-05-24,CP202137,C102997,East,Login,Digital,1,18-25,21,5,2
2024-04-23,CP202138,C101915,South,Login,Digital,1,18-25,17,4,2
2024-06-15,CP202139,C102724,West,Login,Digital,1,18-25,24,6,2
2024-05-18,CP202140,C105399,South,Login,Digital,1,18-25,20,5,2
2024-04-27,CP202141,C101181,North,Login,Digital,1,18-25,17,4,2
2024-06-16,CP202142,C104231,West,Login,Digital,1,18-25,24,6,2
2024-04-23,CP202143,C106893,West,Login,Digital,1,18-25,17,4,2
2024-04-11,CP202144,C103279,South,Login,Digital,1,18-25,15,4,2
2024-06-05,CP202145,C102215,South,Login,Digital,1,18-25,23,6,2
2024-05-07,CP202146,C104504,South,Login,Digital,1,18-25,19,5,2
2024-05-04,CP202147,C103522,West,Login,Digital,1,18-25,18,5,2
2024-06-15,CP202148,C102196,North,Login,Digital,1,18-25,24,6,2
2024-06-07,CP202149,C101132,South,Login,Digital,1,18-25,23,6,2
2024-06-20,CP202150,C103967,South,Login,Digital,1,18-25,25,6,2
2024-05-27,CP202151,C102415,West,Login,Digital,1,18-25,22,5,2
2024-04-14,CP202152,C106743,South,Login,Digital,1,18-25,15,4,2
2024-05-10,CP202153,C103038,South,Login,Digital,1,18-25,19,5,2
2024-04-08,CP202154,C102984,East,Login,Digital,1,18-25,15,4,2
2024-05-23,CP202155,C107018,North,Login,Digital,1,18-25,21,5,2
2024-05-04,CP202156,C102746,South,Login,Digital,1,18-25,18,5,2
2024-04-20,CP202157,C102327,South,Login,Digital,1,18-25,16,4,2
2024-06-06,CP202158,C107259,North,Login,Digital,1,18-25,23,6,2
2024-04-04,CP202159,C107034,West,Login,Digital,1,18-25,14,4,2
2024-04-17,CP202160,C102263,South,Login,Digital,1,18-25,16,4,2
2024-04-17,CP202161,C101840,South,Login,Digital,1,18-25,16,4,2
2024-05-03,CP202162,C105909,South,Login,Digital,1,18-25,18,5,2
2024-06-25,CP202163,C107700,West,Login,Digital,1,18-25,26,6,2
2024-05-16,CP202164,C101809,East,Login,Digital,1,18-25,20,5,2
2024-05-17,CP202165,C105413,South,Login,Digital,1,18-25,20,5,2
2024-06-04,CP202166,C105896,South,Login,Digital,1,18-25,23,6,2
2024-04-12,CP202167,C105699,North,Login,Digital,1,18-25,15,4,2
2024-05-27,CP202168,C106225,West,Login,Digital,1,18-25,22,5,2
2024-05-13,CP202169,C102475,North,Login,Digital,1,18-25,20,5,2
2024-05-03,CP202170,C107871,West,Login,Digital,1,18-25,18,5,2
2024-04-11,CP202171,C104440,West,Login,Digital,1,18-25,15,4,2
2024-04-23,CP202172,C100743,East,Login,Digital,1,18-25,17,4,2
2024-04-27,CP202173,C104902,East,Login,Digital,1,18-25,17,4,2
2024-05-18,CP202174,C104848,North,Login,Digital,1,18-25,20,5,2
2024-04-27,CP202175,C104198,South,Login,Digital,1,18-25,17,4,2
2024-06-25,CP202176,C100421,West,Login,Digital,1,18-25,26,6,2
2024-06-27,CP202177,C103940,South,Login,Digital,1,18-25,26,6,2
2024-06-04,CP202178,C100083,South,Login,Digital,1,18-25,23,6,2
2024-06-24,CP202179,C107917,South,Login,Digital,1,18-25,26,6,2
2024-04-16,CP202180,C100422,East,Login,Digital,1,18-25,16,4,2
2024-04-12,CP202181,C106012,East,Login,Digital,1,18-25,15,4,2
2024-06-15,CP202182,C103526,North,Login,Digital,1,18-25,24,6,2
2024-06-20,CP202183,C101783,South,Login,Digital,1,18-25,25,6,2
2024-04-21,CP202184,C100192,North,Login,Digital,1,18-25,16,4,2
2024-06-18,CP202185,C102781,South,Login,Digital,1,18-25,25,6,2
2024-04-23,CP202186,C106432,East,Login,Digital,1,18-25,17,4,2
2024-04-10,CP202187,C105921,South,Login,Digital,1,18-25,15,4,2
2024-06-10,CP202188,C104078,North,Login,Digital,1,18-25,24,6,2
2024-06-13,CP202189,C100198,South,Login,Digital,1,18-25,24,6,2
2024-04-25,CP202190,C100187,South,Login,Digital,1,18-25,17,4,2
2024-04-21,CP202191,C100097,South,Login,Digital,1,18-25,16,4,2
2024-06-16,CP202192,C105638,West,Login,Digital,1,18-25,24,6,2
2024-05-07,CP202193,C104305,South,Login,Digital,1,18-25,19,5,2
2024-06-17,CP202194,C107881,South,Login,Digital,1,18-25,25,6,2
